,Date,price_bitcoin,open_bitcoin,high_bitcoin,low_bitcoin,vol_bitcoin,Change_bitcoin_%,price_dowjones,open_dowjones,high_dowjones,low_dowjones,vol_dowjones,change_dowjones,price_nasdaq,open_nasdaq,high_nasdaq,low_nasdaq,vol_nasdaq,change_nasdaq,price_sp,open_sp,high_sp,low_sp,change_sp,trend_bitcoins
1930,2016-01-01,434.0,430.0,438.0,425.9,46.97,0.94,17425.03,17590.66,17590.66,17421.16,93.69,1.02,5007.41,5047.04,5058.06,5007.01,384.4,1.15,2043.94,2060.59,2062.54,2043.62,0.94,42.0
1931,2015-12-31,430.0,427.1,433.1,417.1,65.21,0.66,17425.03,17590.66,17590.66,17421.16,93.69,1.02,5007.41,5047.04,5058.06,5007.01,384.4,1.15,2043.94,2060.59,2062.54,2043.62,0.94,42.0
1932,2015-12-30,427.1,431.9,435.0,420.8,68.27,1.1,17603.87,17711.94,17714.13,17588.87,59.76,0.66,5065.85,5101.18,5102.35,5065.69,270.26,0.82,2063.36,2077.34,2077.34,2061.97,0.72,42.0
1933,2015-12-29,431.9,421.8,433.6,419.3,70.65,2.41,17720.98,17547.37,17750.02,17547.37,69.86,1.1,5107.94,5066.52,5116.99,5065.89,296.09,1.33,2078.36,2060.54,2081.56,2060.54,1.06,42.0
1934,2015-12-28,421.8,422.4,429.9,417.1,68.35,0.15,17528.27,17535.66,17536.9,17437.34,59.77,0.14,5040.98,5032.29,5041.27,4999.07,299.29,0.15,2056.5,2057.77,2057.77,2044.2,0.22,42.0
1935,2015-12-27,422.4,415.4,425.5,406.1,67.58,1.69,17552.17,17593.26,17606.34,17543.95,40.35,0.29,5048.49,5046.19,5063.28,5043.65,172.22,0.05,2060.99,2063.52,2067.36,2058.73,0.16,42.0
1936,2015-12-26,415.4,454.0,456.5,400.5,208.58,8.52,17552.17,17593.26,17606.34,17543.95,40.35,0.29,5048.49,5046.19,5063.28,5043.65,172.22,0.05,2060.99,2063.52,2067.36,2058.73,0.16,42.0
1937,2015-12-25,454.0,453.0,457.4,449.5,42.39,0.24,17552.17,17593.26,17606.34,17543.95,40.35,0.29,5048.49,5046.19,5063.28,5043.65,172.22,0.05,2060.99,2063.52,2067.36,2058.73,0.16,42.0
1938,2015-12-24,453.0,442.4,460.6,441.8,79.6,2.38,17552.17,17593.26,17606.34,17543.95,40.35,0.29,5048.49,5046.19,5063.28,5043.65,172.22,0.05,2060.99,2063.52,2067.36,2058.73,0.16,42.0
1939,2015-12-23,442.4,437.0,444.8,434.3,63.25,1.24,17602.61,17427.63,17607.92,17427.63,92.82,1.06,5045.93,5025.55,5046.09,5020.44,354.6,0.9,2064.29,2042.2,2064.73,2042.2,1.24,42.0
1940,2015-12-22,437.0,437.6,443.2,433.3,65.79,0.13,17417.27,17253.55,17451.11,17242.86,91.57,0.96,5001.11,4988.68,5007.77,4964.08,346.17,0.65,2038.97,2023.15,2042.74,2020.49,0.88,42.0
1941,2015-12-21,437.6,441.8,445.5,424.0,121.99,0.95,17251.62,17154.94,17272.36,17116.73,114.91,0.72,4968.92,4957.53,4968.92,4928.93,393.92,0.93,2021.15,2010.27,2022.9,2005.93,0.78,42.0
1942,2015-12-20,441.8,461.2,462.8,431.1,121.53,4.21,17128.55,17495.04,17496.58,17124.31,344.56,2.1,4923.08,4982.58,4996.49,4921.33,1.52,1.59,2005.55,2040.81,2040.81,2005.33,1.78,42.0
1943,2015-12-19,461.2,463.2,466.0,452.3,61.31,0.43,17128.55,17495.04,17496.58,17124.31,344.56,2.1,4923.08,4982.58,4996.49,4921.33,1.52,1.59,2005.55,2040.81,2040.81,2005.33,1.78,42.0
1944,2015-12-18,463.2,455.5,466.1,453.5,83.41,1.68,17128.55,17495.04,17496.58,17124.31,344.56,2.1,4923.08,4982.58,4996.49,4921.33,1.52,1.59,2005.55,2040.81,2040.81,2005.33,1.78,42.0
1945,2015-12-17,455.5,454.0,458.4,447.3,64.58,0.34,17495.84,17756.54,17796.76,17493.5,115.78,1.43,5002.55,5087.17,5088.57,5002.55,427.95,1.35,2041.89,2073.76,2076.37,2041.66,1.5,42.0
1946,2015-12-16,454.0,462.6,465.2,437.4,185.22,1.87,17749.09,17530.85,17784.36,17483.68,123.79,1.28,5071.13,5033.48,5078.99,4992.63,443.74,1.52,2073.07,2046.5,2076.72,2042.43,1.45,42.0
1947,2015-12-15,462.6,442.0,464.2,440.7,107.06,4.67,17524.91,17374.78,17627.63,17341.18,123.43,0.9,4995.36,4991.21,5026.54,4986.99,449.3,0.87,2043.41,2025.55,2053.87,2025.55,1.06,42.0
1948,2015-12-14,442.0,434.7,449.5,428.8,218.92,1.68,17368.5,17277.11,17378.02,17138.47,142.54,0.6,4952.23,4932.61,4953.6,4871.59,496.83,0.38,2021.94,2013.37,2022.92,1993.26,0.48,42.0
1949,2015-12-13,434.7,432.3,441.0,420.8,64.14,0.56,17265.21,17574.75,17574.75,17230.5,134.51,1.76,4933.47,4979.77,4996.19,4928.67,475.11,2.21,2012.37,2047.27,2047.27,2008.8,1.94,42.0
1950,2015-12-12,432.3,449.8,467.7,403.7,211.44,3.9,17265.21,17574.75,17574.75,17230.5,134.51,1.76,4933.47,4979.77,4996.19,4928.67,475.11,2.21,2012.37,2047.27,2047.27,2008.8,1.94,42.0
1951,2015-12-11,449.8,415.5,453.4,413.7,175.06,8.26,17265.21,17574.75,17574.75,17230.5,134.51,1.76,4933.47,4979.77,4996.19,4928.67,475.11,2.21,2012.37,2047.27,2047.27,2008.8,1.94,42.0
1952,2015-12-10,415.5,416.0,420.4,409.5,71.66,0.12,17574.75,17493.17,17697.74,17474.66,107.31,0.47,5045.17,5026.3,5075.65,5019.31,388.23,0.44,2052.23,2047.93,2067.65,2045.67,0.23,42.0
1953,2015-12-09,416.0,410.7,424.6,403.3,147.36,1.3,17492.3,17558.18,17767.69,17403.51,122.02,0.43,5022.86,5077.21,5106.36,5000.12,442.49,1.48,2047.62,2061.17,2080.33,2036.53,0.77,42.0
1954,2015-12-08,410.7,394.3,411.1,388.0,74.36,4.16,17568.0,17703.99,17703.99,17485.39,113.72,0.92,5098.24,5050.52,5111.73,5045.73,417.62,0.07,2063.59,2073.39,2073.85,2052.32,0.65,42.0
1955,2015-12-07,394.3,393.4,398.7,381.7,96.75,0.23,17730.51,17845.49,17845.49,17639.25,99.67,0.66,5101.81,5139.46,5139.78,5082.23,436.58,0.79,2077.07,2090.42,2090.42,2066.78,0.7,42.0
1956,2015-12-06,393.4,386.7,402.2,382.6,131.86,1.73,17847.63,17482.68,17866.47,17482.68,137.65,2.12,5142.27,5050.93,5147.0,5043.49,440.75,2.08,2091.69,2051.24,2093.84,2051.24,2.05,42.0
1957,2015-12-05,386.7,361.7,390.3,361.5,115.2,6.92,17847.63,17482.68,17866.47,17482.68,137.65,2.12,5142.27,5050.93,5147.0,5043.49,440.75,2.08,2091.69,2051.24,2093.84,2051.24,2.05,42.0
1958,2015-12-04,361.7,360.3,364.0,354.3,60.55,0.38,17847.63,17482.68,17866.47,17482.68,137.65,2.12,5142.27,5050.93,5147.0,5043.49,440.75,2.08,2091.69,2051.24,2093.84,2051.24,2.05,42.0
1959,2015-12-03,360.3,360.0,371.4,355.5,87.23,0.09,17477.67,17741.57,17780.59,17425.56,126.99,1.42,5037.53,5143.15,5144.6,5011.72,486.6,1.67,2049.62,2080.71,2085.0,2042.35,1.44,42.0
1960,2015-12-02,360.0,361.8,363.4,347.2,92.45,0.5,17729.68,17883.14,17901.58,17708.2,102.86,0.89,5123.22,5158.82,5176.77,5117.15,450.13,0.64,2079.51,2101.71,2104.27,2077.11,1.1,42.0
1961,2015-12-01,361.8,378.0,379.0,353.7,111.91,4.28,17888.35,17719.72,17895.5,17719.72,103.88,0.95,5156.31,5129.64,5156.31,5120.17,463.4,0.93,2102.63,2082.93,2103.37,2082.93,1.07,42.0
1962,2015-11-30,378.0,370.8,382.6,367.9,129.77,1.92,17719.92,17802.84,17837.24,17719.79,155.56,0.44,5108.67,5139.58,5141.36,5098.7,616.31,0.37,2080.41,2090.95,2093.81,2080.41,0.46,42.0
1963,2015-11-29,370.8,355.8,372.8,354.5,67.37,4.22,17798.49,17806.04,17830.36,17749.32,46.82,0.08,5127.52,5121.93,5134.35,5108.51,189.35,0.22,2090.11,2088.82,2093.29,2084.13,0.06,42.0
1964,2015-11-28,355.8,359.5,360.1,350.5,56.17,1.03,17798.49,17806.04,17830.36,17749.32,46.82,0.08,5127.52,5121.93,5134.35,5108.51,189.35,0.22,2090.11,2088.82,2093.29,2084.13,0.06,42.0
1965,2015-11-27,359.5,353.7,363.9,345.1,103.48,1.63,17798.49,17806.04,17830.36,17749.32,46.82,0.08,5127.52,5121.93,5134.35,5108.51,189.35,0.22,2090.11,2088.82,2093.29,2084.13,0.06,42.0
1966,2015-11-26,353.7,327.5,368.9,327.4,211.38,8.01,17813.39,17820.81,17854.92,17801.83,82.54,0.01,5116.14,5106.87,5124.09,5101.18,343.28,0.26,2088.87,2089.3,2093.0,2086.3,0.01,42.0
1967,2015-11-25,327.5,318.4,330.0,315.7,77.68,2.88,17813.39,17820.81,17854.92,17801.83,82.54,0.01,5116.14,5106.87,5124.09,5101.18,343.28,0.26,2088.87,2089.3,2093.0,2086.3,0.01,42.0
1968,2015-11-24,318.4,322.1,323.3,315.5,50.66,1.17,17812.19,17770.9,17862.6,17683.51,127.17,0.11,5102.81,5070.66,5110.75,5050.14,417.56,0.01,2089.14,2084.42,2094.12,2070.29,0.12,42.0
1969,2015-11-23,322.1,322.8,325.0,319.9,42.73,0.2,17792.68,17823.61,17868.18,17751.53,134.68,0.17,5102.48,5106.72,5128.08,5084.85,386.57,0.05,2086.59,2089.41,2095.61,2081.39,0.12,42.0
1970,2015-11-22,322.8,324.7,326.9,319.4,36.75,0.59,17823.81,17732.75,17914.34,17732.75,153.14,0.51,5104.92,5096.96,5112.46,5094.31,429.76,0.62,2089.17,2082.82,2097.06,2082.82,0.38,42.0
1971,2015-11-21,324.7,321.1,328.4,318.4,45.0,1.11,17823.81,17732.75,17914.34,17732.75,153.14,0.51,5104.92,5096.96,5112.46,5094.31,429.76,0.62,2089.17,2082.82,2097.06,2082.82,0.38,42.0
1972,2015-11-20,321.1,325.0,327.1,309.5,109.99,1.19,17823.81,17732.75,17914.34,17732.75,153.14,0.51,5104.92,5096.96,5112.46,5094.31,429.76,0.62,2089.17,2082.82,2097.06,2082.82,0.38,42.0
1973,2015-11-19,325.0,335.9,335.6,323.4,86.38,3.26,17732.75,17739.83,17772.97,17681.98,114.63,0.02,5073.64,5078.68,5092.46,5067.27,388.35,0.03,2081.24,2083.7,2086.74,2078.76,0.11,42.0
1974,2015-11-18,335.9,333.9,337.4,329.4,78.36,0.6,17737.16,17485.49,17752.16,17485.49,106.81,1.42,5075.2,5004.6,5078.8,5001.67,451.44,1.79,2083.58,2051.99,2085.31,2051.99,1.62,42.0
1975,2015-11-17,333.9,330.2,342.9,328.1,98.25,1.12,17489.5,17486.99,17599.33,17451.41,167.19,0.04,4986.02,4991.71,5023.45,4975.74,418.58,0.03,2050.44,2053.67,2066.69,2045.9,0.13,42.0
1976,2015-11-16,330.2,317.5,332.0,314.1,87.14,4.02,17483.01,17229.94,17483.01,17210.43,137.59,1.38,4984.62,4916.14,4984.91,4908.66,416.85,1.15,2053.19,2022.08,2053.22,2019.39,1.49,42.0
1977,2015-11-15,317.5,331.8,334.8,314.2,88.32,4.32,17245.24,17439.25,17439.25,17238.89,134.64,1.16,4927.88,4980.86,4989.06,4925.35,444.55,1.54,2023.04,2044.64,2044.64,2022.02,1.12,42.0
1978,2015-11-14,331.8,333.8,369.8,326.4,71.11,0.6,17245.24,17439.25,17439.25,17238.89,134.64,1.16,4927.88,4980.86,4989.06,4925.35,444.55,1.54,2023.04,2044.64,2044.64,2022.02,1.12,42.0
1979,2015-11-13,333.8,333.9,341.8,323.9,97.25,0.02,17245.24,17439.25,17439.25,17238.89,134.64,1.16,4927.88,4980.86,4989.06,4925.35,444.55,1.54,2023.04,2044.64,2044.64,2022.02,1.12,42.0
1980,2015-11-12,333.9,304.7,346.1,306.1,164.61,9.56,17448.07,17691.93,17691.93,17443.5,113.66,1.44,5005.08,5043.1,5062.49,5004.46,395.74,1.22,2045.97,2072.29,2072.29,2045.66,1.4,42.0
1981,2015-11-11,304.7,336.7,341.8,292.4,263.96,9.5,17702.22,17769.5,17807.18,17696.91,95.23,0.32,5067.02,5098.12,5111.19,5066.68,366.71,0.32,2075.0,2083.41,2086.94,2074.85,0.32,42.0
1982,2015-11-10,336.7,380.2,381.4,323.2,210.29,11.45,17758.21,17724.13,17768.66,17657.72,108.64,0.16,5083.24,5068.55,5086.89,5051.22,432.61,0.24,2081.72,2077.19,2083.67,2069.91,0.15,42.0
1983,2015-11-09,380.2,371.6,385.1,360.2,125.54,2.33,17730.48,17900.78,17900.78,17667.78,121.21,1.0,5095.3,5128.94,5133.44,5066.1,436.18,1.01,2078.58,2096.56,2096.56,2068.24,0.98,42.0
1984,2015-11-08,371.6,385.1,389.8,365.5,94.36,3.51,17910.33,17855.22,17912.04,17768.6,107.45,0.26,5147.12,5124.04,5147.12,5092.87,471.93,0.38,2099.2,2098.6,2101.91,2083.74,0.03,42.0
1985,2015-11-07,385.1,369.8,391.8,369.0,103.03,4.13,17910.33,17855.22,17912.04,17768.6,107.45,0.26,5147.12,5124.04,5147.12,5092.87,471.93,0.38,2099.2,2098.6,2101.91,2083.74,0.03,42.0
1986,2015-11-06,369.8,382.7,396.4,348.8,255.28,3.37,17910.33,17855.22,17912.04,17768.6,107.45,0.26,5147.12,5124.04,5147.12,5092.87,471.93,0.38,2099.2,2098.6,2101.91,2083.74,0.03,42.0
1987,2015-11-05,382.7,400.9,447.2,366.1,302.95,4.54,17863.43,17871.25,17929.51,17779.19,98.91,0.02,5127.74,5144.15,5154.86,5098.49,456.55,0.29,2099.93,2101.68,2108.78,2090.41,0.11,42.0
1988,2015-11-04,400.9,396.5,492.8,368.6,517.73,1.11,17867.58,17929.58,17964.12,17828.83,99.89,0.28,5142.48,5155.62,5162.57,5122.78,466.94,0.05,2102.31,2110.6,2114.59,2096.98,0.35,42.0
1989,2015-11-03,396.5,359.3,416.8,354.6,421.99,10.36,17918.15,17819.74,17977.85,17796.02,92.29,0.5,5145.13,5114.31,5163.47,5109.68,446.94,0.35,2109.79,2102.63,2116.48,2097.51,0.27,42.0
1990,2015-11-02,359.3,323.0,365.8,319.8,223.1,11.25,17828.76,17672.62,17845.9,17655.02,100.84,0.94,5127.15,5065.64,5130.51,5061.47,427.28,1.45,2104.05,2080.76,2106.2,2080.76,1.19,42.0
1991,2015-11-01,323.0,311.2,324.3,304.7,73.71,3.76,17663.54,17756.6,17799.96,17662.87,149.25,0.52,5053.75,5079.76,5085.22,5053.75,509.29,0.4,2079.36,2090.0,2094.32,2079.34,0.48,42.0
1992,2015-10-31,311.2,327.1,333.3,304.6,105.83,4.85,17663.54,17756.6,17799.96,17662.87,149.25,0.52,5053.75,5079.76,5085.22,5053.75,509.29,0.4,2079.36,2090.0,2094.32,2079.34,0.48,42.0
1993,2015-10-30,327.1,313.6,334.9,310.8,156.49,4.3,17663.54,17756.6,17799.96,17662.87,149.25,0.52,5053.75,5079.76,5085.22,5053.75,509.29,0.4,2079.36,2090.0,2094.32,2079.34,0.48,42.0
1994,2015-10-29,313.6,303.5,318.5,300.2,138.92,3.32,17755.8,17771.5,17786.0,17684.72,90.3,0.13,5074.27,5071.04,5084.63,5066.89,426.89,0.42,2089.41,2088.35,2092.52,2082.63,0.04,42.0
1995,2015-10-28,303.5,294.7,307.5,294.0,116.41,3.01,17779.52,17586.69,17779.95,17556.71,115.63,1.13,5095.69,5040.38,5095.69,5019.6,493.38,1.3,2090.35,2066.48,2090.35,2063.11,1.18,42.0
1996,2015-10-27,294.7,285.1,298.4,285.1,105.87,3.34,17581.43,17608.89,17635.18,17540.57,115.18,0.24,5030.15,5018.99,5040.08,5009.07,455.96,0.09,2065.89,2068.75,2070.37,2058.84,0.26,42.0
1997,2015-10-26,285.1,287.9,287.6,279.6,73.21,0.94,17623.05,17649.57,17660.7,17602.51,116.66,0.13,5034.7,5030.8,5045.16,5012.74,418.69,0.06,2071.18,2075.08,2075.14,2066.53,0.19,42.0
1998,2015-10-25,287.9,282.6,295.6,281.8,113.9,1.88,17646.7,17525.11,17679.37,17525.11,158.09,0.9,5031.86,5024.38,5048.55,4999.54,509.63,2.27,2075.15,2058.19,2079.74,2058.19,1.1,42.0
1999,2015-10-24,282.6,276.9,283.0,277.0,60.13,2.04,17646.7,17525.11,17679.37,17525.11,158.09,0.9,5031.86,5024.38,5048.55,4999.54,509.63,2.27,2075.15,2058.19,2079.74,2058.19,1.1,42.0
2000,2015-10-23,276.9,274.4,279.8,273.2,69.32,0.91,17646.7,17525.11,17679.37,17525.11,158.09,0.9,5031.86,5024.38,5048.55,4999.54,509.63,2.27,2075.15,2058.19,2079.74,2058.19,1.1,42.0
2001,2015-10-22,274.4,267.1,278.7,266.8,93.15,2.74,17489.16,17180.88,17505.18,17180.88,152.42,1.87,4920.05,4875.96,4926.99,4861.8,505.0,1.65,2052.51,2021.88,2055.2,2021.88,1.66,42.0
2002,2015-10-21,267.1,269.8,272.2,263.5,59.64,0.98,17168.61,17225.93,17314.99,17153.13,107.1,0.28,4840.12,4903.98,4904.85,4836.46,431.97,0.84,2018.94,2033.47,2037.97,2017.22,0.58,42.0
2003,2015-10-20,269.8,263.8,272.1,262.7,75.4,2.25,17217.11,17228.47,17264.88,17147.99,106.67,0.08,4880.97,4900.02,4909.37,4866.6,387.51,0.5,2030.77,2033.13,2039.12,2026.61,0.14,42.0
2004,2015-10-19,263.8,261.7,266.0,259.9,58.17,0.82,17230.54,17209.43,17235.95,17129.19,118.43,0.08,4905.47,4873.54,4915.49,4865.83,380.43,0.38,2033.66,2031.73,2034.45,2022.31,0.03,42.0
2005,2015-10-18,261.7,269.6,272.4,259.5,52.27,2.93,17215.97,17141.75,17220.02,17107.35,145.88,0.43,4886.69,4872.36,4886.95,4851.28,494.94,0.34,2033.11,2024.37,2033.54,2020.46,0.46,42.0
2006,2015-10-17,269.6,262.9,275.4,261.7,113.84,2.55,17215.97,17141.75,17220.02,17107.35,145.88,0.43,4886.69,4872.36,4886.95,4851.28,494.94,0.34,2033.11,2024.37,2033.54,2020.46,0.46,42.0
2007,2015-10-16,262.9,254.4,267.3,253.9,95.18,3.31,17215.97,17141.75,17220.02,17107.35,145.88,0.43,4886.69,4872.36,4886.95,4851.28,494.94,0.34,2033.11,2024.37,2033.54,2020.46,0.46,42.0
2008,2015-10-15,254.4,252.3,256.8,251.2,60.64,0.84,17141.75,16944.86,17144.42,16933.57,122.96,1.28,4870.1,4799.43,4870.1,4795.29,445.82,1.82,2023.86,1996.47,2024.15,1996.47,1.49,42.0
2009,2015-10-14,252.3,248.8,255.1,248.3,69.58,1.43,16924.75,17079.08,17111.38,16887.67,120.11,0.92,4782.85,4801.35,4820.09,4771.62,435.24,0.29,1994.24,2003.66,2009.56,1990.73,0.47,42.0
2010,2015-10-13,248.8,245.4,251.2,243.1,74.88,1.4,17081.89,17113.55,17172.81,17034.45,99.4,0.29,4796.61,4809.24,4858.28,4793.92,354.14,0.87,2003.69,2015.0,2022.34,2001.78,0.68,42.0
2011,2015-10-12,245.4,247.6,248.0,244.6,40.39,0.93,17131.86,17082.29,17139.21,17064.58,72.5,0.28,4838.64,4839.79,4846.74,4818.16,316.99,0.17,2017.46,2015.65,2018.66,2010.55,0.13,42.0
2012,2015-10-11,247.6,245.4,248.3,244.5,41.43,0.94,17084.49,17054.69,17110.88,17027.23,103.73,0.2,4830.47,4817.28,4841.38,4804.59,404.83,0.41,2014.89,2013.73,2020.13,2007.61,0.07,42.0
2013,2015-10-10,245.4,244.0,245.9,242.9,38.96,0.54,17084.49,17054.69,17110.88,17027.23,103.73,0.2,4830.47,4817.28,4841.38,4804.59,404.83,0.41,2014.89,2013.73,2020.13,2007.61,0.07,42.0
2014,2015-10-09,244.0,242.6,244.6,241.3,40.57,0.6,17084.49,17054.69,17110.88,17027.23,103.73,0.2,4830.47,4817.28,4841.38,4804.59,404.83,0.41,2014.89,2013.73,2020.13,2007.61,0.07,42.0
2015,2015-10-08,242.6,243.0,244.8,241.6,44.15,0.16,17050.75,16904.17,17081.28,16859.34,100.73,0.82,4810.79,4775.06,4819.07,4737.93,441.4,0.41,2013.43,1994.01,2016.5,1987.53,0.88,42.0
2016,2015-10-07,243.0,246.1,247.3,241.6,62.6,1.28,16912.29,16805.42,16963.3,16765.0,115.69,0.73,4791.15,4775.05,4791.15,4728.71,522.59,0.9,1995.83,1982.34,1999.31,1976.44,0.8,42.0
2017,2015-10-06,246.1,240.1,247.6,239.4,78.84,2.49,16790.19,16774.02,16865.09,16746.03,120.01,0.08,4748.36,4767.63,4783.37,4711.79,471.98,0.69,1979.92,1986.63,1991.62,1971.99,0.36,42.0
2018,2015-10-05,240.1,238.3,240.5,236.4,61.24,0.76,16776.43,16502.1,16798.37,16502.1,127.66,1.85,4781.26,4742.13,4785.91,4740.24,490.22,1.56,1987.05,1954.33,1989.17,1954.33,1.83,42.0
2019,2015-10-04,238.3,238.6,277.6,237.5,31.85,0.1,16472.37,16258.25,16472.77,16013.66,136.89,1.23,4707.77,4566.13,4707.77,4552.34,510.64,1.74,1951.36,1921.77,1951.36,1893.7,1.43,42.0
2020,2015-10-03,238.6,236.7,239.5,236.1,43.31,0.79,16472.37,16258.25,16472.77,16013.66,136.89,1.23,4707.77,4566.13,4707.77,4552.34,510.64,1.74,1951.36,1921.77,1951.36,1893.7,1.43,42.0
2021,2015-10-02,236.7,237.1,238.4,235.1,47.94,0.14,16472.37,16258.25,16472.77,16013.66,136.89,1.23,4707.77,4566.13,4707.77,4552.34,510.64,1.74,1951.36,1921.77,1951.36,1893.7,1.43,42.0
2022,2015-10-01,237.1,235.9,238.7,234.7,52.88,0.47,16272.01,16278.62,16348.87,16073.82,111.42,0.08,4627.08,4624.46,4628.23,4559.21,501.35,0.15,1923.82,1919.65,1927.21,1900.7,0.2,42.0
2023,2015-09-30,235.9,236.7,237.8,234.4,50.52,0.33,16284.7,16057.08,16297.6,16057.08,145.74,1.47,4620.16,4574.38,4620.16,4559.18,623.88,2.28,1920.03,1887.14,1920.53,1887.14,1.91,42.0
2024,2015-09-29,236.7,238.9,240.4,234.8,57.3,0.9,16049.13,16001.76,16118.89,15942.37,121.16,0.3,4517.32,4551.04,4596.06,4487.06,548.61,0.59,1884.09,1881.9,1899.48,1871.91,0.12,42.0
2025,2015-09-28,238.9,232.5,240.4,232.4,64.28,2.74,16001.89,16313.26,16313.26,15981.85,139.93,1.92,4543.97,4665.06,4665.21,4529.41,558.0,3.04,1881.77,1929.18,1929.18,1879.21,2.57,42.0
2026,2015-09-27,232.5,234.3,234.8,231.8,36.14,0.77,16314.67,16205.07,16465.23,16205.07,130.79,0.7,4686.5,4782.41,4785.22,4659.48,501.8,1.01,1931.34,1935.93,1952.89,1921.5,0.05,42.0
2027,2015-09-26,234.3,235.0,235.7,232.7,40.29,0.31,16314.67,16205.07,16465.23,16205.07,130.79,0.7,4686.5,4782.41,4785.22,4659.48,501.8,1.01,1931.34,1935.93,1952.89,1921.5,0.05,42.0
2028,2015-09-25,235.0,233.8,237.6,232.7,61.58,0.54,16314.67,16205.07,16465.23,16205.07,130.79,0.7,4686.5,4782.41,4785.22,4659.48,501.8,1.01,1931.34,1935.93,1952.89,1921.5,0.05,42.0
2029,2015-09-24,233.8,229.9,235.8,229.6,72.12,1.68,16201.32,16257.11,16257.11,16016.36,122.22,0.48,4734.48,4717.89,4746.21,4670.12,481.39,0.38,1932.24,1934.81,1937.17,1908.92,0.34,42.0
2030,2015-09-23,229.9,230.0,232.2,228.5,43.6,0.05,16279.89,16332.81,16355.29,16211.98,86.03,0.31,4752.74,4764.69,4780.64,4735.13,365.13,0.08,1938.76,1943.24,1949.52,1932.57,0.2,42.0
2031,2015-09-22,230.0,226.3,233.2,224.1,71.55,1.63,16330.47,16477.45,16477.45,16221.73,119.01,1.09,4756.72,4762.29,4776.28,4716.91,477.77,1.5,1942.74,1961.39,1961.39,1929.22,1.23,42.0
2032,2015-09-21,226.3,231.1,231.6,225.0,53.43,2.06,16510.19,16406.1,16578.6,16391.88,90.73,0.77,4828.95,4851.98,4881.46,4795.91,453.54,0.04,1966.97,1960.84,1979.64,1955.8,0.46,42.0
2033,2015-09-20,231.1,231.1,232.7,229.9,33.15,0.0,16384.58,16674.74,16674.74,16343.76,341.71,1.74,4827.23,4828.71,4878.71,4819.09,1.36,1.36,1958.03,1989.66,1989.66,1953.45,1.62,42.0
2034,2015-09-19,231.1,232.2,233.4,230.2,34.47,0.47,16384.58,16674.74,16674.74,16343.76,341.71,1.74,4827.23,4828.71,4878.71,4819.09,1.36,1.36,1958.03,1989.66,1989.66,1953.45,1.62,42.0
2035,2015-09-18,232.2,232.7,234.7,230.6,53.17,0.22,16384.58,16674.74,16674.74,16343.76,341.71,1.74,4827.23,4828.71,4878.71,4819.09,1.36,1.36,1958.03,1989.66,1989.66,1953.45,1.62,42.0
2036,2015-09-17,232.7,228.6,235.2,227.9,56.06,1.8,16674.74,16738.08,16933.43,16639.93,129.6,0.39,4893.95,4884.11,4960.87,4880.5,444.77,0.1,1990.2,1995.33,2020.86,1986.73,0.26,42.0
2037,2015-09-16,228.6,229.5,230.9,225.1,51.91,0.41,16739.95,16599.51,16755.98,16593.9,99.62,0.84,4889.24,4860.44,4893.44,4848.15,382.59,0.59,1995.31,1978.02,1997.26,1977.93,0.87,42.0
2038,2015-09-15,229.5,229.9,242.8,228.0,49.52,0.17,16599.85,16382.58,16644.11,16382.58,93.05,1.4,4860.52,4819.32,4872.35,4802.09,353.27,1.14,1978.09,1955.1,1983.19,1954.3,1.28,42.0
2039,2015-09-14,229.9,230.2,232.6,226.0,61.1,0.12,16370.96,16450.86,16450.86,16330.87,92.66,0.38,4805.76,4831.98,4832.0,4791.08,358.08,0.34,1953.03,1963.06,1963.06,1948.27,0.41,42.0
2040,2015-09-13,230.2,235.6,236.2,228.3,51.6,2.3,16433.09,16330.4,16434.76,16244.65,104.63,0.63,4822.34,4770.73,4822.34,4763.15,396.56,0.54,1961.05,1951.45,1961.05,1939.19,0.45,42.0
2041,2015-09-12,235.6,239.9,240.3,233.3,43.77,1.79,16433.09,16330.4,16434.76,16244.65,104.63,0.63,4822.34,4770.73,4822.34,4763.15,396.56,0.54,1961.05,1951.45,1961.05,1939.19,0.45,42.0
2042,2015-09-11,239.9,238.1,241.0,237.4,45.77,0.76,16433.09,16330.4,16434.76,16244.65,104.63,0.63,4822.34,4770.73,4822.34,4763.15,396.56,0.54,1961.05,1951.45,1961.05,1939.19,0.45,42.0
2043,2015-09-10,238.1,237.4,240.6,234.3,60.54,0.28,16330.4,16252.57,16441.94,16212.08,122.69,0.47,4796.25,4749.96,4826.33,4746.52,444.14,0.84,1952.29,1941.59,1965.29,1937.19,0.53,42.0
2044,2015-09-09,237.4,243.2,244.3,236.5,69.26,2.4,16253.57,16505.04,16664.65,16220.1,118.79,1.45,4756.53,4856.27,4862.88,4746.73,460.53,1.15,1942.04,1971.45,1988.63,1937.88,1.39,42.0
2045,2015-09-08,243.2,239.6,246.4,239.2,76.35,1.53,16492.68,16109.93,16503.41,16109.93,123.87,2.42,4811.93,4769.72,4815.04,4754.89,445.73,2.73,1969.41,1927.3,1970.42,1927.3,2.51,42.0
2046,2015-09-07,239.6,239.9,242.7,237.5,57.19,0.12,16102.38,16371.76,16371.76,16026.61,127.27,1.66,4683.92,4670.35,4712.67,4657.82,378.95,1.05,1921.22,1947.76,1947.76,1911.21,1.53,42.0
